1000000,163.253939,163.129197,162.187958,156.733307,144.202354,125.842523,103.014642,60.318679,11.725797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.049897,0.376496,2.181860,5.012381,7.343932,9.131153,17.078385,19.437153,4.690319,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,77.628093
2000000,163.208578,162.754969,159.783829,151.392059,139.938428,121.930144,93.919778,59.842389,37.445437,8.743317,0.045361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.181444,1.188456,3.356708,4.581453,7.203314,11.204146,13.630955,8.958781,11.480848,3.479182,0.018144,0.000000,0.000000,0.000000,0.000000,,74.276545
3000000,163.140537,162.278679,157.538464,149.146694,134.563159,116.997144,85.822854,59.774348,27.624798,9.287648,5.216505,0.068041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.344743,1.896086,3.356708,5.833414,7.026406,12.469716,10.419403,12.859820,7.334860,1.628457,2.059386,0.027217,0.000000,0.000000,0.000000,,71.387253
4000000,163.072495,161.190017,155.315779,144.655963,127.827063,106.620835,85.958937,55.011452,21.523755,5.851558,2.653614,1.496910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.752991,2.349695,4.263926,6.731560,8.482491,8.264759,12.378994,13.395079,6.268879,1.279178,0.462681,0.598764,0.000000,0.000000,0.000000,,68.929542
5000000,162.754969,159.999293,152.639485,139.246674,127.350774,100.361028,80.470266,49.704224,26.037166,4.933000,2.449489,0.068041,0.022680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.102270,2.943923,5.357124,4.758360,10.795898,7.956305,12.306417,9.466823,8.441667,0.993404,0.952579,0.018144,0.009072,0.000000,0.000000,,66.793723
6000000,162.392082,158.672486,150.008551,138.192033,119.049726,103.014642,74.323862,48.513500,22.340251,5.885579,1.428869,0.170103,0.022680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.487838,3.465574,4.726608,7.656923,6.414034,11.476312,10.324145,10.469300,6.581869,1.782684,0.503506,0.058969,0.009072,0.000000,0.000000,,64.924655
7000000,161.825070,157.107535,146.198234,134.483778,118.233229,101.483711,66.952713,41.233073,23.678399,7.586613,1.564952,0.204124,0.022680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.887014,4.363720,4.685783,6.500219,6.699807,13.812399,10.287856,7.021870,6.436714,2.408665,0.544331,0.072577,0.009072,0.000000,0.000000,,63.264615
8000000,161.371461,155.950831,144.792046,131.353874,112.222908,92.059980,67.156837,44.396997,19.164987,7.552593,2.993820,0.272166,0.022680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,2.168252,4.463514,5.375269,7.652387,8.065171,9.961257,9.103936,10.092804,4.644958,1.823509,1.088662,0.099794,0.009072,0.000000,0.000000,,61.805185
9000000,160.396201,153.943611,143.249775,126.999226,107.573414,86.310484,65.183637,39.293894,22.181488,9.593834,3.492791,0.272166,0.022680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,2.581036,4.277534,6.500219,7.770325,8.505172,8.450739,10.355897,6.844962,5.035062,2.440417,1.288250,0.099794,0.009072,0.000000,0.000000,,60.480391
10000000,159.216817,152.514742,139.507499,124.515716,106.031143,81.785733,60.307339,36.844405,24.290771,8.947441,4.331968,0.340207,0.068041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,2.680830,5.202897,5.996713,7.393829,9.698164,8.591358,9.385174,5.021453,6.137332,1.846189,1.596704,0.108866,0.027217,0.000000,0.000000,,59.312120
11000000,157.810629,151.051852,139.121931,121.828082,106.076504,82.568209,61.894971,38.443377,23.134068,11.464972,4.921659,0.476290,0.022680,0.034021,0.000000,0.000000,0.000000,0.000000,0.000000,,2.703511,4.771968,6.917540,6.300631,9.403318,8.269295,9.380638,6.123724,4.667638,2.617325,1.778148,0.181444,-0.004536,0.013608,0.000000,,58.207213
12000000,156.767328,149.078653,134.313674,121.453854,103.014642,84.779553,62.189817,43.886687,24.041286,11.533013,5.171145,0.918559,0.022680,0.034021,0.000000,0.000000,0.000000,0.000000,0.000000,,3.075470,5.905991,5.143928,7.375685,7.294035,9.035895,7.321252,7.938160,5.003309,2.544747,1.701034,0.358351,-0.004536,0.013608,0.000000,,57.141260
13000000,154.862169,146.356998,133.451817,116.588896,97.616693,78.893974,58.175376,38.681522,25.334072,12.723737,5.874239,1.292786,0.068041,0.034021,0.000000,0.000000,0.000000,0.000000,0.000000,,3.402069,5.162072,6.745168,7.588881,7.489087,8.287439,7.797542,5.338980,5.044134,2.739799,1.832581,0.489898,0.013608,0.013608,0.000000,,56.174534
14000000,154.340519,145.234315,130.639440,115.228069,96.550711,83.656871,58.538263,41.096990,25.424794,13.438172,6.509292,1.939179,0.113402,0.034021,0.000000,0.000000,0.000000,0.000000,0.000000,,3.642482,5.837950,6.164549,7.470943,5.157536,10.047443,6.976509,6.268879,4.794649,2.771552,1.828045,0.730311,0.031753,0.013608,0.000000,,55.286197
15000000,152.979691,143.125032,129.301293,114.275489,97.707414,77.397064,57.744447,41.811425,27.057787,15.207247,6.894859,2.415469,0.249485,0.034021,0.000000,0.000000,0.000000,0.000000,0.000000,,3.941864,5.529496,6.010321,6.627230,8.124140,7.861047,6.373209,5.901455,4.740216,3.324955,1.791756,0.866394,0.086186,0.013608,0.000000,,54.438402
16000000,151.482781,140.199253,128.257992,112.472393,94.826996,78.043457,59.649605,42.253694,28.917584,15.751578,7.756717,2.755676,0.408248,0.034021,0.000000,0.000000,0.000000,0.000000,0.000000,,4.513411,4.776505,6.314240,7.058159,6.713416,7.357541,6.958365,5.334444,5.266402,3.197945,2.000416,0.938971,0.149691,0.013608,0.000000,,53.642941
17000000,150.031232,139.756984,126.148709,112.030124,93.647612,74.505306,59.831049,43.342356,29.643359,17.656737,9.253627,3.197945,0.453609,0.034021,0.000000,0.000000,0.000000,0.000000,0.000000,,4.109699,5.443310,5.647434,7.353005,7.656923,5.869703,6.595477,5.479599,4.794649,3.361244,2.422273,1.097734,0.167835,0.013608,0.000000,,52.883656
18000000,148.783807,138.872446,124.538397,108.764138,92.105341,75.253761,57.426921,42.525859,29.734081,18.473233,10.047443,3.402069,0.544331,0.034021,0.000000,0.000000,0.000000,0.000000,0.000000,,3.964544,5.733620,6.309704,6.663519,6.740632,7.130736,5.960424,5.116711,4.504339,3.370316,2.658150,1.143095,0.204124,0.013608,0.000000,,52.164260
19000000,146.787926,136.082750,123.290971,108.730117,92.286785,77.737271,59.717647,43.070190,28.690780,18.473233,10.773218,4.388669,0.907218,0.034021,0.000000,0.000000,0.000000,0.000000,0.000000,,4.282071,5.116711,5.824342,6.577333,5.819806,7.207850,6.658983,5.751764,4.087019,3.080006,2.553820,1.392580,0.349279,0.013608,0.000000,,51.475597
20000000,145.926069,135.844605,121.726020,106.620835,89.859976,76.716650,59.037233,43.002149,32.047488,19.970144,10.954661,4.864958,1.156703,0.034021,0.000000,0.000000,0.000000,0.000000,0.000000,,4.032585,5.647434,6.042074,6.704343,5.257330,7.071767,6.414034,4.381865,4.830938,3.606193,2.435881,1.483302,0.449073,0.013608,0.000000,,50.825405
21000000,143.794106,133.122950,120.138388,106.450731,90.381626,75.662009,59.558884,42.866066,31.457796,20.514475,12.088684,5.545372,1.338147,0.034021,0.000000,0.000000,0.000000,0.000000,0.000000,,4.268462,5.193825,5.475063,6.427642,5.887847,6.441250,6.677127,4.563308,4.377328,3.370316,2.617325,1.682890,0.521651,0.013608,0.000000,,50.209829
22000000,142.251835,132.952847,117.983744,105.191966,90.449668,75.423864,59.127955,43.410397,32.296973,21.433033,12.701057,5.851558,1.587632,0.034021,0.000000,0.000000,0.000000,0.000000,0.000000,,3.719595,5.987641,5.116711,5.896919,6.010321,6.518364,6.287023,4.445370,4.345576,3.492791,2.739799,1.705570,0.621445,0.013608,0.000000,,49.615572
23000000,140.686883,129.686861,117.144567,104.103304,88.249663,73.416644,58.379500,46.846487,33.272232,21.671178,13.086624,6.259806,1.950519,0.034021,0.000000,0.000000,0.000000,0.000000,0.000000,,4.400009,5.016917,5.216505,6.341456,5.933208,6.014858,4.613205,5.429702,4.640422,3.433821,2.730727,1.723715,0.766599,0.013608,0.000000,,49.048391
24000000,139.371416,129.074488,116.305390,104.885780,88.589870,72.804271,57.880530,46.744425,34.134090,23.270150,14.152606,6.361869,2.018561,0.068041,0.000000,0.000000,0.000000,0.000000,0.000000,,4.118771,5.107639,4.567844,6.518364,6.314240,5.969497,4.454442,5.044134,4.345576,3.647018,3.116295,1.737323,0.780208,0.027217,0.000000,,48.516874
25000000,137.783784,126.522937,114.490954,102.878559,86.798114,73.280561,58.583624,45.927928,33.294913,23.644378,14.039204,7.246406,2.404129,0.136083,0.000000,0.000000,0.000000,0.000000,0.000000,,4.504339,4.812793,4.644958,6.432178,5.407021,5.878775,5.062278,5.053206,3.860214,3.842070,2.717119,1.936911,0.907218,0.054433,0.000000,,48.039762
26000000,136.831205,126.488916,113.651777,104.307428,87.274404,74.233140,59.105274,45.791845,34.678421,24.869123,14.787659,8.130944,2.517531,0.136083,0.000000,0.000000,0.000000,0.000000,0.000000,,4.136916,5.134856,3.737740,6.813210,5.216505,6.051146,5.325372,4.445370,3.923719,4.032585,2.662686,2.245365,0.952579,0.054433,0.000000,,47.569625
27000000,136.082750,124.855923,112.563115,101.313607,87.138321,73.654788,58.697026,47.084632,33.861924,24.358812,16.193847,8.913420,2.698975,0.272166,0.000000,0.000000,0.000000,0.000000,0.000000,,4.490731,4.917123,4.499803,5.670115,5.393413,5.983105,4.644958,5.289083,3.801245,3.265986,2.912171,2.485778,0.970724,0.108866,0.000000,,47.093732
28000000,134.721923,124.073447,112.449712,99.306387,86.730073,73.348602,58.606304,45.757825,35.336154,23.848502,16.556735,9.423730,3.129903,0.272166,0.000000,0.000000,0.000000,0.000000,0.000000,,4.259390,4.649494,5.257330,5.030526,5.352588,5.896919,5.139392,4.168668,4.595061,2.916707,2.853202,2.517531,1.143095,0.108866,0.000000,,46.700935
29000000,134.086870,123.563137,111.134246,100.224945,86.208422,74.777471,59.626925,46.506280,34.995947,25.243350,16.851581,9.287648,3.583512,0.374228,0.000000,0.000000,0.000000,0.000000,0.000000,,4.209493,4.971556,4.363720,5.606609,4.572380,6.060218,5.248258,4.604133,3.901039,3.356708,3.025573,2.281654,1.283714,0.149691,0.000000,,46.304055
30000000,132.136350,121.862103,109.932182,99.374428,84.711512,72.838292,60.352700,47.628963,35.721722,26.536136,16.964983,9.253627,3.787637,0.374228,0.000000,0.000000,0.000000,0.000000,0.000000,,4.109699,4.771968,4.223101,5.865167,4.749288,4.994237,5.089495,4.762896,3.674234,3.828461,3.084542,2.186396,1.365364,0.149691,0.000000,,45.905928
31000000,131.387895,121.555916,110.045584,98.864118,84.756873,73.518706,58.901150,47.458859,36.560899,26.672219,17.894882,10.172186,4.127843,0.476290,0.000000,0.000000,0.000000,0.000000,0.000000,,3.932791,4.604133,4.472586,5.642898,4.495267,5.847022,4.576916,4.359184,3.955472,3.510935,3.089078,2.417737,1.460622,0.190516,0.000000,,45.519850
