4200000,21.55,20.363636,18.211864,15.411392,12.38835,9.354701,6.463576,3.988304,2.202632,1,0.251037,0.015564,0.001754,0,0,,0.474545,0.860709,1.120189,1.209217,1.213459,1.15645,0.990109,0.714269,0.481053,0.299585,0.094189,0.005524,0.000702,0,0,,4.446509
4400000,21.55,20.333333,18.177966,15.417722,12.378641,9.333333,6.483444,4,2.192105,1.011737,0.253112,0.015564,0.001754,0,0,,0.486667,0.862147,1.104098,1.215632,1.218123,1.139956,0.993377,0.723158,0.472147,0.30345,0.095019,0.005524,0.000702,0,0,,4.440972
4600000,21.55,20.333333,18.169492,15.392405,12.398058,9.320513,6.480132,4.008772,2.194737,1.011737,0.253112,0.01751,0.001754,0,0,,0.486667,0.865537,1.110835,1.197739,1.231018,1.136152,0.988544,0.725614,0.4732,0.30345,0.094241,0.006302,0.000702,0,0,,4.438665
4800000,21.5,20.19697,18.09322,15.316456,12.325243,9.350427,6.549669,4.008772,2.218421,1.032864,0.263485,0.019455,0.001754,0,0,,0.521212,0.8415,1.110706,1.196485,1.189926,1.120303,1.016359,0.71614,0.474223,0.307751,0.097612,0.00708,0.000702,0,0,,4.409132
5000000,21.45,20.181818,18.067797,15.310127,12.315534,9.337607,6.529801,4.026316,2.221053,1.049296,0.261411,0.021401,0,0,0,,0.507273,0.845609,1.103068,1.197837,1.191171,1.123122,1.001394,0.722105,0.468703,0.315154,0.096004,0.00856,0,0,0,,4.402108
5200000,21.45,20.166667,18,15.272152,12.276699,9.34188,6.572848,4.046784,2.205263,1.058685,0.273859,0.021401,0,0,0,,0.513333,0.866667,1.091139,1.198181,1.173927,1.107613,1.010426,0.736608,0.458631,0.313931,0.100983,0.00856,0,0,0,,4.389444
5400000,21.4,20.136364,17.991525,15.21519,12.271845,9.354701,6.592715,4.04386,2.205263,1.058685,0.286307,0.019455,0,0,0,,0.505455,0.857935,1.110534,1.177338,1.166858,1.104794,1.019542,0.735439,0.458631,0.308951,0.106741,0.007782,0,0,0,,4.381036
5600000,21.4,20.090909,18,15.189873,12.223301,9.367521,6.60596,4.049708,2.192105,1.079812,0.292531,0.019455,0,0,0,,0.523636,0.836364,1.124051,1.186629,1.142312,1.104624,1.022501,0.743041,0.444917,0.314912,0.10923,0.007782,0,0,0,,4.37314
5800000,21.4,20.075758,17.983051,15.202532,12.223301,9.358974,6.609272,4.052632,2.192105,1.079812,0.292531,0.019455,0,0,0,,0.529697,0.837083,1.112208,1.191692,1.145731,1.099881,1.022656,0.744211,0.444917,0.314912,0.10923,0.007782,0,0,0,,4.372422
6000000,21.4,20.045455,17.966102,15.158228,12.23301,9.367521,6.615894,4.055556,2.207895,1.075117,0.294606,0.019455,0,0,0,,0.541818,0.831741,1.12315,1.170087,1.146195,1.100651,1.024135,0.739064,0.453111,0.312205,0.11006,0.007782,0,0,0,,4.365295
6200000,21.3,20,17.889831,15.113924,12.213592,9.376068,6.619205,4.055556,2.234211,1.098592,0.298755,0.021401,0,0,0,,0.52,0.844068,1.110363,1.160133,1.13501,1.102745,1.02546,0.728538,0.454248,0.319935,0.110942,0.00856,0,0,0,,4.346735
6400000,21.35,19.939394,17.855932,15.113924,12.203883,9.376068,6.60596,4.061404,2.257895,1.100939,0.30083,0.023346,0,0,0,,0.564242,0.833385,1.096803,1.164016,1.131126,1.108043,1.017823,0.721404,0.462782,0.320044,0.110993,0.009339,0,0,0,,4.337763
6600000,21.35,19.939394,17.855932,15.107595,12.199029,9.388889,6.602649,4.061404,2.257895,1.103286,0.298755,0.025292,0,0,0,,0.564242,0.833385,1.099335,1.163426,1.124056,1.114496,1.016498,0.721404,0.461843,0.321812,0.109385,0.010117,0,0,0,,4.335917
6800000,21.25,19.909091,17.847458,15.094937,12.213592,9.393162,6.599338,4.061404,2.257895,1.107981,0.30083,0.025292,0,0,0,,0.536364,0.824653,1.101008,1.152538,1.128172,1.11753,1.015174,0.721404,0.459965,0.322861,0.110215,0.010117,0,0,0,,4.332789
7000000,21.25,19.909091,17.847458,15.088608,12.208738,9.393162,6.602649,4.064327,2.257895,1.107981,0.298755,0.027237,0,0,0,,0.536364,0.824653,1.10354,1.151948,1.12623,1.116205,1.015329,0.722573,0.459965,0.32369,0.108607,0.010895,0,0,0,,4.331918
7200000,21.2,19.893939,17.838983,15.094937,12.194175,9.363248,6.625828,4.064327,2.263158,1.110329,0.302905,0.027237,0,0,0,,0.522424,0.821983,1.097619,1.160305,1.132371,1.094968,1.0246,0.720468,0.461132,0.32297,0.110267,0.010895,0,0,0,,4.327149
7400000,21.2,19.893939,17.788136,15.088608,12.203883,9.350427,6.635762,4.070175,2.265789,1.110329,0.304979,0.027237,0,0,0,,0.522424,0.842322,1.079811,1.15389,1.141382,1.085866,1.026234,0.721754,0.462184,0.32214,0.111097,0.010895,0,0,0,,4.322227
7600000,21.2,19.893939,17.779661,15.082278,12.199029,9.358974,6.63245,4.067251,2.271053,1.112676,0.304979,0.027237,0,0,0,,0.522424,0.845711,1.078953,1.1533,1.136022,1.09061,1.02608,0.71848,0.463351,0.323079,0.111097,0.010895,0,0,0,,4.320894
7800000,21.2,19.893939,17.779661,15.082278,12.199029,9.358974,6.625828,4.067251,2.276316,1.110329,0.307054,0.027237,0,0,0,,0.522424,0.845711,1.078953,1.1533,1.136022,1.093259,1.023431,0.716374,0.466395,0.32131,0.111927,0.010895,0,0,0,,4.320535
8000000,21.2,19.878788,17.788136,15.063291,12.169903,9.358974,6.645695,4.061404,2.286842,1.112676,0.307054,0.027237,0,0,0,,0.528485,0.836261,1.089938,1.157355,1.124371,1.085312,1.033717,0.709825,0.469666,0.322249,0.111927,0.010895,0,0,0,,4.316741
8200000,21.1,19.878788,17.779661,15.075949,12.15534,9.367521,6.635762,4.064327,2.292105,1.107981,0.313278,0.027237,0,0,0,,0.488485,0.839651,1.081485,1.168244,1.115127,1.092704,1.028574,0.708889,0.47365,0.317881,0.114416,0.010895,0,0,0,,4.314332
8400000,21.1,19.878788,17.779661,15.075949,12.150485,9.371795,6.635762,4.061404,2.297368,1.105634,0.313278,0.027237,0,0,0,,0.488485,0.839651,1.081485,1.170186,1.111476,1.094413,1.029743,0.705614,0.476694,0.316942,0.114416,0.010895,0,0,0,,4.314229
8600000,21.05,19.863636,17.754237,15.044304,12.131068,9.367521,6.642384,4.073099,2.305263,1.117371,0.317427,0.027237,0,0,0,,0.474545,0.84376,1.083973,1.165294,1.105419,1.090055,1.027714,0.707135,0.475157,0.319977,0.116076,0.010895,0,0,0,,4.301463
8800000,21.05,19.863636,17.754237,15.037975,12.126214,9.371795,6.642384,4.067251,2.310526,1.119718,0.317427,0.027237,0,0,0,,0.474545,0.84376,1.086505,1.164704,1.101767,1.091764,1.030053,0.70269,0.476323,0.320916,0.116076,0.010895,0,0,0,,4.30054
9000000,21,19.863636,17.745763,15.044304,12.121359,9.363248,6.642384,4.073099,2.305263,1.124413,0.321577,0.027237,0,0,0,,0.454545,0.847149,1.080584,1.169178,1.103245,1.088346,1.027714,0.707135,0.47234,0.321135,0.117736,0.010895,0,0,0,,4.298489
9200000,21,19.863636,17.745763,15.044304,12.116505,9.354701,6.649007,4.076023,2.305263,1.126761,0.319502,0.027237,0,0,0,,0.454545,0.847149,1.080584,1.17112,1.104722,1.082278,1.029193,0.708304,0.471401,0.322903,0.116906,0.010895,0,0,0,,4.297771
9400000,20.95,19.863636,17.686441,15.075949,12.106796,9.34188,6.655629,4.084795,2.310526,1.126761,0.323651,0.025292,0,0,0,,0.434545,0.870878,1.044197,1.187661,1.105966,1.0745,1.028334,0.709708,0.473506,0.321244,0.119344,0.010117,0,0,0,,4.293105
9600000,20.95,19.848485,17.677966,15.056962,12.126214,9.316239,6.655629,4.087719,2.326316,1.126761,0.323651,0.025292,0,0,0,,0.440606,0.868207,1.048402,1.172299,1.12399,1.064244,1.027164,0.704561,0.479822,0.321244,0.119344,0.010117,0,0,0,,4.290132
9800000,20.95,19.818182,17.694915,15.050633,12.11165,9.324786,6.649007,4.081871,2.334211,1.133803,0.323651,0.025292,0,0,0,,0.452727,0.849307,1.057713,1.175593,1.114746,1.070312,1.026854,0.699064,0.480163,0.324061,0.119344,0.010117,0,0,0,,4.287517
10000000,20.95,19.818182,17.694915,15.050633,12.106796,9.320513,6.652318,4.081871,2.336842,1.13615,0.325726,0.023346,0,0,0,,0.452727,0.849307,1.057713,1.177535,1.114513,1.067278,1.028179,0.698012,0.480277,0.32417,0.120952,0.009339,0,0,0,,4.286696
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
